Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,73.57,73.919998,73.300003,73.699997,63.82346,4513400
2012-09-05,72.5,72.769997,71.790001,71.940002,62.299313,10182200
2012-09-06,72.139999,73.059998,71.620003,71.940002,62.299313,8389000
2012-09-07,72.010002,72.610001,71.879997,72.599998,62.870865,4799000
2012-09-10,72.239998,73.309998,72.239998,73.050003,63.260574,4762600
2012-09-11,72.93,73.769997,72.589996,73.540001,63.684895,3914900
2012-09-12,73.830002,73.93,72.919998,73.639999,63.771492,3917800
2012-09-13,73.370003,75.25,73.099998,74.730003,64.715424,4915600
2012-09-14,74.599998,74.639999,73.550003,73.68,63.806141,6255200
2012-09-17,73.510002,74.5,73.440002,74.230003,64.282433,4361200
2012-09-18,73.870003,74.269997,73.32,73.510002,63.658928,3774600
2012-09-19,74.120003,74.870003,73.400002,74.269997,64.317062,4477700
2012-09-20,73.790001,74.099998,72.360001,72.610001,62.879513,8127000
2012-09-21,72.330002,72.940002,71.18,71.879997,62.247349,29326400
2012-09-24,71.779999,72.330002,71.5,72.029999,62.377258,5919700
2012-09-25,72.25,73.529999,72.029999,72.07,62.41188,7047400
2012-09-26,72.099998,72.260002,71.690002,71.779999,62.16074,3928100
2012-09-27,71.919998,72.239998,71.580002,72.019997,62.36858,2651100
2012-09-28,71.870003,71.889999,71.25,71.57,61.978897,3350900
2012-10-01,72.089996,72.910004,71.709999,72.010002,62.359932,3788900
2012-10-02,72.269997,72.5,71.690002,72.019997,62.36858,2791300
2012-10-03,72.269997,73.459999,72.029999,73.389999,63.555,5109300
2012-10-04,73.080002,73.639999,72.82,72.970001,63.191303,3868100
2012-10-05,73.309998,73.879997,72.980003,73.099998,63.303852,3964000
2012-10-08,73.07,73.879997,72.75,73.760002,63.875408,2949500
2012-10-09,73.879997,74.0,72.919998,73.019997,63.234581,2328800
2012-10-10,73.830002,73.879997,72.239998,72.260002,62.576427,4014900
2012-10-11,72.910004,73.080002,72.260002,72.300003,62.611069,3006700
2012-10-12,72.57,72.849998,71.980003,72.110001,62.44656,2335800
2012-10-15,72.199997,72.82,72.150002,72.589996,62.862202,2407000
2012-10-16,72.419998,73.389999,72.300003,73.110001,63.312515,2755500
2012-10-17,73.32,73.440002,72.919998,73.290001,63.468407,2913500
2012-10-18,73.309998,73.879997,73.110001,73.610001,63.74551,3003900
2012-10-19,73.029999,73.459999,71.910004,72.300003,62.611069,5469900
2012-10-22,72.040001,72.129997,71.019997,71.559998,61.97023,6481900
2012-10-23,73.209999,74.139999,72.760002,73.730003,63.849434,8209600
2012-10-24,73.970001,74.059998,72.989998,73.120003,63.321178,3894200
2012-10-25,73.410004,73.440002,72.879997,73.199997,63.39045,3080100
2012-10-26,73.389999,73.57,72.75,73.019997,63.234581,3044500
2012-10-31,73.449997,74.099998,73.0,73.25,63.433773,3002000
2012-11-01,73.379997,74.120003,73.050003,73.900002,63.996639,3674900
2012-11-02,74.230003,74.5,73.389999,73.480003,63.632942,3158800
2012-11-05,73.550003,73.620003,73.230003,73.449997,63.60696,3312700
2012-11-06,73.669998,74.18,73.199997,73.57,63.710876,3832500
2012-11-07,73.82,73.82,72.300003,73.0,63.217262,3866200
2012-11-08,72.559998,73.400002,72.5,72.589996,62.862202,3695100
2012-11-09,72.260002,72.870003,71.940002,72.25,62.56776,3607300
2012-11-12,72.239998,72.629997,71.870003,72.300003,62.611069,1835300
2012-11-13,71.900002,72.690002,71.82,71.860001,62.230038,2194100
2012-11-14,71.830002,72.150002,70.07,70.300003,60.879093,4037100
2012-11-15,70.0,70.389999,69.559998,70.330002,61.402931,4172200
2012-11-16,70.839996,70.839996,69.720001,70.019997,61.132278,4610300
2012-11-19,70.699997,71.440002,70.330002,71.440002,62.37204,4126100
2012-11-20,71.269997,71.480003,70.910004,71.339996,62.284714,3226400
2012-11-21,71.459999,71.690002,71.230003,71.400002,62.337109,2157100
2012-11-23,71.519997,72.080002,71.379997,71.980003,62.84351,1594600
2012-11-26,71.830002,72.610001,71.830002,72.580002,63.36734,3433900
2012-11-27,72.669998,72.849998,72.110001,72.160004,63.000637,2355900
2012-11-28,72.019997,72.739998,71.760002,72.709999,63.48082,2523200
2012-11-29,73.0,73.830002,72.970001,73.559998,64.222954,4449100
2012-11-30,73.449997,73.5,72.690002,73.110001,63.830063,3520000
2012-12-03,73.5,73.5,72.199997,72.269997,63.096691,2703800
2012-12-04,72.269997,73.370003,71.959999,73.040001,63.76894,3832800
2012-12-05,73.150002,73.68,72.690002,73.5,64.170563,3216100
2012-12-06,73.75,73.830002,72.639999,72.93,63.67292,4269300
2012-12-07,73.089996,73.480003,72.75,73.169998,63.882454,4098100
2012-12-10,73.120003,73.949997,73.089996,73.68,64.327721,3018600
2012-12-11,73.730003,74.260002,73.339996,73.760002,64.39756,3021900
2012-12-12,73.870003,74.050003,73.330002,73.43,64.109444,2749500
2012-12-13,73.5,73.839996,73.019997,73.349998,64.039604,2753300
2012-12-14,73.239998,73.559998,72.720001,72.849998,63.603054,2874800
2012-12-17,73.150002,73.400002,72.959999,73.360001,64.048332,2950300
2012-12-18,73.309998,75.059998,73.0,75.050003,65.523811,6385800
2012-12-19,75.32,76.199997,75.110001,75.610001,66.012726,6184000
2012-12-20,75.400002,75.559998,74.639999,75.129997,65.593658,3631700
2012-12-21,74.599998,75.050003,74.279999,74.839996,65.340469,5567400
2012-12-24,74.739998,74.93,74.389999,74.639999,65.165855,1451400
2012-12-26,74.650002,74.839996,74.050003,74.260002,64.834099,1917000
2012-12-27,74.160004,74.309998,73.199997,73.910004,64.528519,3355100
2012-12-28,73.550003,73.949997,72.809998,72.830002,63.585621,2599500
2012-12-31,72.800003,73.830002,72.580002,73.730003,64.371353,4700000
2013-01-02,75.089996,76.309998,75.019997,76.309998,66.623878,4810800
2013-01-03,76.25,76.519997,75.980003,76.379997,66.684998,4528900
2013-01-04,76.510002,76.959999,76.410004,76.57,66.850861,2632000
2013-01-07,76.449997,76.699997,76.220001,76.349998,66.658791,2955900
2013-01-08,76.160004,76.43,75.809998,76.139999,66.475464,2653300
2013-01-09,76.300003,77.099998,76.25,77.0,67.226288,3123900
2013-01-10,77.160004,78.220001,77.0,78.199997,68.273994,4761000
2013-01-11,78.360001,78.43,77.769997,77.919998,68.029518,2323800
2013-01-14,78.660004,79.82,78.540001,79.239998,69.181961,7255400
2013-01-15,78.739998,79.400002,78.580002,79.330002,69.260551,3562200
2013-01-16,79.050003,79.709999,79.0,79.660004,69.54866,3018700
2013-01-17,79.809998,80.050003,79.599998,79.790001,69.662163,3076500
2013-01-18,79.949997,80.309998,79.309998,80.25,70.063774,5850000
2013-01-22,79.949997,80.690002,79.900002,80.68,70.439194,3310000
2013-01-23,80.360001,80.879997,80.220001,80.339996,70.142342,3029500
2013-01-24,80.959999,82.489998,80.800003,82.139999,71.713867,6434300
2013-01-25,82.389999,82.760002,81.839996,82.449997,71.984512,4211300
2013-01-28,82.620003,82.75,81.860001,82.510002,72.036911,3083800
2013-01-29,82.419998,82.5,82.040001,82.209999,71.774994,4021600
2013-01-30,81.940002,82.169998,81.199997,81.230003,70.919388,3877000
2013-01-31,79.75,80.830002,79.25,79.290001,69.225609,9502800
2013-02-01,79.199997,80.0,79.0,79.970001,69.819298,5220500
2013-02-04,79.610001,80.25,79.510002,79.910004,69.76693,4074200
2013-02-05,80.239998,80.959999,80.040001,80.800003,70.543961,3394100
2013-02-06,80.419998,80.959999,80.279999,80.910004,70.639992,3733500
2013-02-07,80.860001,81.809998,80.669998,81.800003,71.41703,4602400
2013-02-08,81.75,82.459999,81.660004,82.379997,71.923409,3805400
2013-02-11,82.110001,82.730003,82.110001,82.690002,72.194054,3063900
2013-02-12,83.07,83.080002,82.230003,82.309998,71.862312,3941800
2013-02-13,82.440002,82.690002,82.389999,82.5,72.028183,2926400
2013-02-14,82.190002,82.830002,81.889999,82.690002,72.194054,3761400
2013-02-15,83.139999,84.110001,82.790001,83.480003,72.883797,4983000
2013-02-19,83.5,84.870003,83.480003,84.760002,74.001328,5442400
2013-02-20,84.639999,84.690002,83.809998,83.809998,73.17189,4456000
2013-02-21,82.870003,83.139999,82.269997,82.610001,72.661743,5027400
2013-02-22,82.989998,83.190002,82.669998,82.940002,72.952011,2394500
2013-02-25,83.279999,83.669998,81.940002,81.940002,72.072441,3996800
2013-02-26,82.330002,82.510002,81.510002,81.940002,72.072441,3806400
2013-02-27,81.839996,83.089996,81.779999,82.830002,72.855232,4015400
2013-02-28,82.989998,83.199997,82.650002,82.650002,72.696953,3744700
2013-03-01,82.550003,82.989998,82.279999,82.870003,72.890427,2722800
2013-03-04,82.849998,82.949997,82.400002,82.93,72.943214,2737600
2013-03-05,83.230003,84.459999,83.120003,84.07,73.945923,3581100
2013-03-06,84.519997,84.739998,84.209999,84.43,74.262589,3221500
2013-03-07,84.440002,84.650002,83.980003,84.300003,74.148239,2404600
2013-03-08,84.699997,84.75,84.239998,84.440002,74.271385,2225800
2013-03-11,84.330002,84.949997,84.330002,84.68,74.48246,2793400
2013-03-12,84.800003,84.949997,84.120003,84.529999,74.350525,2503500
2013-03-13,84.529999,85.32,84.480003,85.18,74.922264,2885700
2013-03-14,85.220001,85.699997,85.18,85.629997,75.318054,3410800
2013-03-15,85.150002,85.660004,84.980003,85.470001,75.17733,5015600
2013-03-18,84.809998,85.620003,84.589996,85.43,75.142128,3374300
2013-03-19,85.559998,85.849998,84.82,85.080002,74.834305,3640300
2013-03-20,84.169998,84.959999,83.830002,84.029999,73.910744,5285400
2013-03-21,83.790001,84.150002,82.669998,83.0,73.004776,5824100
2013-03-22,83.300003,84.860001,83.269997,84.760002,74.552841,4667000
2013-03-25,84.980003,85.029999,84.110001,84.610001,74.420906,4080300
2013-03-26,84.849998,85.080002,84.519997,85.040001,74.799118,3184600
2013-03-27,84.839996,85.540001,84.650002,85.43,75.142128,2611500
2013-03-28,85.160004,85.93,85.010002,85.900002,75.555565,3498300
2013-04-01,85.809998,85.949997,84.330002,84.470001,74.297752,2959800
2013-04-02,83.839996,84.349998,83.650002,83.919998,73.81398,4133000
2013-04-03,84.010002,84.080002,83.110001,83.330002,73.295044,4010900
2013-04-04,83.459999,83.860001,83.269997,83.669998,73.594086,2730700
2013-04-05,82.809998,83.639999,82.330002,83.540001,73.479759,3031000
2013-04-08,83.550003,83.699997,82.849998,83.230003,73.207077,3057900
2013-04-09,83.5,83.82,82.970001,83.550003,73.488548,3164600
2013-04-10,83.730003,84.82,83.669998,84.559998,74.376915,3446100
2013-04-11,84.660004,84.779999,84.169998,84.32,74.165817,3788200
2013-04-12,84.150002,84.379997,83.879997,84.139999,74.0075,2491500
2013-04-15,83.970001,84.089996,82.370003,82.410004,72.485817,3678000
2013-04-16,82.870003,83.230003,82.5,83.220001,73.198296,2365500
2013-04-17,82.889999,83.0,82.089996,82.519997,72.582573,3113900
2013-04-18,83.050003,83.190002,81.949997,82.370003,72.450645,4188900
2013-04-19,82.68,83.43,82.410004,82.989998,72.995979,3115200
2013-04-22,83.010002,83.43,82.239998,83.260002,73.233498,3410400
2013-04-23,83.379997,83.989998,83.010002,83.739998,73.655678,3729400
2013-04-24,83.800003,83.940002,83.120003,83.5,73.444572,4387400
2013-04-25,84.550003,85.879997,84.18,85.419998,75.133354,4825000
2013-04-26,85.360001,85.980003,85.129997,85.709999,75.388428,3266300
2013-04-29,85.769997,86.459999,85.599998,86.269997,75.880989,3000300
2013-04-30,86.389999,86.389999,85.610001,85.839996,75.502777,4296400
2013-05-01,85.82,85.900002,84.650002,84.82,74.605614,3372200
2013-05-02,84.830002,85.449997,84.800003,85.330002,75.054184,3566400
2013-05-03,85.93,86.480003,85.800003,86.089996,75.722664,3471700
2013-05-06,86.129997,87.550003,86.07,87.040001,76.558273,3259000
2013-05-07,87.43,88.949997,87.309998,88.660004,77.98317,4853800
2013-05-08,88.389999,89.959999,87.839996,89.029999,78.308617,6309100
2013-05-09,88.5,89.0,88.029999,88.230003,78.149193,4937000
2013-05-10,88.160004,88.830002,88.110001,88.339996,78.246613,2604900
2013-05-13,88.139999,88.379997,87.800003,88.040001,77.980896,1858700
2013-05-14,88.260002,88.720001,88.160004,88.400002,78.299767,3233400
2013-05-15,88.339996,88.690002,88.099998,88.599998,78.476898,3534400
2013-05-16,88.389999,88.650002,87.699997,87.849998,77.812599,3115400
2013-05-17,87.959999,88.739998,87.870003,88.699997,78.565498,3440500
2013-05-20,88.620003,88.849998,88.349998,88.550003,78.432625,2640000
2013-05-21,88.550003,89.419998,88.510002,88.779999,78.636353,2907300
2013-05-22,88.730003,89.540001,87.769997,88.139999,78.069458,4191600
2013-05-23,87.599998,87.809998,87.0,87.309998,77.334297,5157400
2013-05-24,86.720001,86.900002,86.379997,86.830002,76.909142,3587400
2013-05-28,87.230003,87.5,86.360001,86.75,76.838287,4191300
2013-05-29,86.349998,86.610001,86.059998,86.339996,76.475128,3306300
2013-05-30,86.410004,86.769997,86.309998,86.360001,76.492867,2882600
2013-05-31,86.32,86.779999,85.870003,85.900002,76.085403,4082000
2013-06-03,85.870003,86.419998,85.620003,86.25,76.395416,4186800
2013-06-04,86.25,86.839996,85.779999,85.959999,76.138557,3454900
2013-06-05,85.769997,85.910004,84.68,84.959999,75.252815,4156200
2013-06-06,84.709999,85.050003,84.199997,84.760002,75.075653,3918000
2013-06-07,85.209999,86.5,85.099998,86.370003,76.501709,4231900
2013-06-10,86.540001,86.57,85.940002,86.349998,76.483994,2101600
2013-06-11,85.739998,86.25,85.5,85.650002,75.863976,2478600
2013-06-12,86.220001,86.419998,85.139999,85.510002,75.739975,2771200
2013-06-13,85.510002,86.480003,85.110001,86.32,76.457413,2282000
2013-06-14,86.230003,86.809998,85.589996,85.910004,76.094269,2505600
2013-06-17,86.440002,86.800003,85.959999,86.540001,76.652283,3198600
2013-06-18,86.800003,87.82,86.769997,87.43,77.44059,2916200
2013-06-19,87.519997,87.660004,86.309998,86.370003,76.501709,3027000
2013-06-20,85.82,85.839996,84.379997,84.889999,75.190781,4213900
2013-06-21,85.589996,85.860001,84.910004,85.410004,75.651398,4676900
2013-06-24,84.980003,86.290001,84.699997,85.269997,75.527382,3472300
2013-06-25,85.82,86.040001,85.290001,85.720001,75.925972,2661300
2013-06-26,86.309998,86.919998,86.209999,86.419998,76.546005,2291800
2013-06-27,87.019997,87.300003,86.620003,87.089996,77.139458,3002700
2013-06-28,86.970001,87.459999,86.470001,86.480003,76.599136,3271100
2013-07-01,86.919998,87.650002,86.870003,87.050003,77.104027,2556200
2013-07-02,86.879997,87.480003,86.269997,86.610001,76.714294,2127800
2013-07-03,86.339996,86.480003,85.839996,86.160004,76.315704,1223300
2013-07-05,86.68,87.720001,86.629997,87.540001,77.538017,1994800
2013-07-08,88.0,88.779999,87.849998,88.349998,78.25547,2852500
2013-07-09,88.639999,91.040001,88.639999,89.730003,79.477806,5645300
2013-07-10,89.629997,91.029999,89.419998,90.239998,79.929512,3625400
2013-07-11,91.25,91.779999,91.059998,91.449997,81.001259,3446700
2013-07-12,86.589996,87.5,85.489998,86.120003,76.280273,15335100
2013-07-15,85.629997,86.309998,85.449997,85.480003,75.713402,6194200
2013-07-16,85.5,86.059998,85.25,85.980003,76.156273,4152400
2013-07-17,86.419998,86.790001,86.25,86.650002,76.74971,3185700
2013-07-18,86.720001,88.309998,86.620003,87.849998,77.812599,4752400
2013-07-19,87.910004,88.089996,87.389999,88.080002,78.016327,3172000
2013-07-22,87.82,88.129997,87.410004,87.610001,77.600021,2946200
2013-07-23,87.709999,88.0,86.650002,87.510002,77.511459,3141600
2013-07-24,87.849998,88.059998,86.900002,86.980003,77.042015,3720300
2013-07-25,86.910004,87.190002,86.300003,86.830002,76.909142,3190500
