Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,65.550003,65.860001,64.470001,64.650002,57.724342,1511600
2012-09-05,64.870003,65.150002,64.290001,64.779999,57.840424,1483400
2012-09-06,65.300003,66.730003,65.099998,66.720001,59.572586,1593900
2012-09-07,66.889999,67.290001,66.75,67.199997,60.001171,1163600
2012-09-10,66.949997,67.080002,66.300003,66.32,59.215443,2214000
2012-09-11,66.300003,66.349998,65.900002,65.980003,58.91188,2204300
2012-09-12,66.209999,66.279999,65.599998,65.870003,58.813663,1845400
2012-09-13,65.68,66.309998,65.019997,66.120003,59.036884,2509400
2012-09-14,66.239998,67.199997,66.199997,66.779999,59.626171,1870900
2012-09-17,66.57,67.099998,66.419998,66.620003,59.483307,1087300
2012-09-18,66.580002,66.849998,66.410004,66.650002,59.510109,997200
2012-09-19,66.550003,66.75,66.0,66.510002,59.385094,1019200
2012-09-20,66.139999,66.379997,65.849998,66.279999,59.179729,1182100
2012-09-21,66.480003,66.830002,66.050003,66.150002,59.063663,4062100
2012-09-24,65.720001,66.459999,65.239998,66.370003,59.260094,1105300
2012-09-25,66.5,66.93,66.169998,66.470001,59.349388,2257700
2012-09-26,66.589996,67.190002,66.529999,66.610001,59.474384,1671100
2012-09-27,66.769997,66.889999,66.110001,66.459999,59.340443,1234100
2012-09-28,66.110001,66.470001,65.669998,66.120003,59.036884,1719800
2012-10-01,66.029999,67.699997,66.0,67.419998,60.197609,2114300
2012-10-02,67.449997,67.739998,66.93,67.300003,60.090454,1405400
2012-10-03,67.169998,67.169998,66.309998,66.459999,59.793571,910600
2012-10-04,66.739998,67.269997,66.650002,66.82,60.117451,940800
2012-10-05,67.18,67.879997,67.110001,67.290001,60.540318,1145100
2012-10-08,67.0,67.059998,66.410004,66.449997,59.784569,1037000
2012-10-09,66.519997,66.889999,65.940002,65.940002,59.325714,978600
2012-10-10,65.919998,66.059998,65.059998,65.160004,58.623962,1331600
2012-10-11,65.57,66.040001,65.529999,65.589996,59.010811,902000
2012-10-12,65.830002,66.639999,65.779999,66.099998,59.469673,920800
2012-10-15,66.25,66.360001,65.900002,66.160004,59.523659,966800
2012-10-16,66.540001,67.379997,66.339996,67.220001,60.477325,1010700
2012-10-17,67.410004,67.910004,66.910004,67.660004,60.873199,1023000
2012-10-18,67.510002,68.730003,67.269997,68.580002,61.700905,1486800
2012-10-19,68.260002,68.349998,67.059998,67.169998,60.432343,1747400
2012-10-22,67.099998,67.68,66.540001,67.150002,60.414364,1062600
2012-10-23,66.389999,66.480003,65.029999,66.209999,59.568642,2029800
2012-10-24,65.580002,68.75,65.480003,67.790001,60.990154,2983600
2012-10-25,68.230003,68.559998,66.959999,67.610001,60.828209,1544500
2012-10-26,67.559998,67.68,66.75,67.32,60.567295,1599900
2012-10-31,67.790001,68.5,67.519997,68.080002,61.25108,1631000
2012-11-01,68.290001,69.739998,68.019997,69.419998,62.456642,2200600
2012-11-02,69.739998,69.879997,68.650002,68.809998,61.907841,1866900
2012-11-05,68.809998,68.809998,67.970001,68.370003,61.511982,1679900
2012-11-06,68.599998,69.949997,68.300003,69.260002,62.312717,1635500
2012-11-07,68.07,68.099998,65.769997,66.589996,59.910519,3075200
2012-11-08,66.449997,66.580002,64.139999,64.330002,57.877224,3382900
2012-11-09,64.309998,65.160004,64.139999,64.449997,57.98518,2200900
2012-11-12,64.480003,64.559998,63.869999,64.18,57.742268,1416800
2012-11-13,63.650002,64.639999,63.599998,63.75,57.355392,1376100
2012-11-14,63.919998,63.939999,62.02,62.200001,55.960873,1964600
2012-11-15,62.099998,62.549999,61.84,62.139999,55.906891,1705500
2012-11-16,62.18,62.59,61.700001,62.130001,55.897896,2340400
2012-11-19,62.810001,63.91,62.639999,63.91,57.499348,2273800
2012-11-20,63.830002,63.849998,63.119999,63.75,57.355392,1833100
2012-11-21,63.799999,64.57,63.59,64.360001,57.904213,1005500
2012-11-23,64.589996,65.410004,64.339996,65.410004,58.848885,553500
2012-11-26,65.0,65.190002,64.639999,65.059998,58.533989,1392600
2012-11-27,64.970001,65.5,64.730003,64.959999,58.444027,1668800
2012-11-28,64.480003,65.720001,64.410004,65.709999,59.118801,1435200
2012-11-29,66.0,66.610001,65.5,66.529999,59.856541,1946900
2012-11-30,66.5,66.610001,66.099998,66.5,59.829556,1935000
2012-12-03,66.779999,66.980003,65.290001,65.690002,59.100807,1151700
2012-12-04,65.68,66.519997,65.580002,66.440002,59.775578,1535900
2012-12-05,66.449997,67.150002,65.739998,66.879997,60.171425,1760400
2012-12-06,66.800003,66.849998,65.870003,66.699997,60.009491,1530600
2012-12-07,67.080002,67.220001,66.400002,67.190002,60.450336,1174400
2012-12-10,67.190002,68.300003,66.910004,68.25,61.404018,1713700
2012-12-11,68.5,69.199997,68.300003,68.970001,62.051781,1864600
2012-12-12,69.129997,69.57,68.790001,68.900002,61.988815,1646700
2012-12-13,68.900002,68.989998,67.900002,68.0,61.179085,1861400
2012-12-14,67.660004,67.970001,67.360001,67.489998,61.179085,1445200
2012-12-17,67.629997,68.379997,67.5,68.0,61.641407,1626800
2012-12-18,68.080002,69.050003,67.82,69.010002,62.556957,1714500
2012-12-19,68.940002,69.769997,68.769997,69.519997,63.019268,1713400
2012-12-20,69.610001,70.279999,69.169998,70.279999,63.708206,1811000
2012-12-21,69.339996,70.43,69.309998,70.400002,63.816986,3458400
2012-12-24,70.589996,70.589996,68.940002,69.470001,62.973949,1096900
2012-12-26,69.610001,70.18,69.0,69.040001,62.584137,1129900
2012-12-27,69.139999,69.470001,68.209999,69.019997,62.566021,1057300
2012-12-28,68.419998,68.790001,67.839996,67.879997,61.532619,1010100
2012-12-31,67.540001,69.309998,67.139999,69.269997,62.792641,1581900
2013-01-02,70.669998,71.209999,70.239998,71.209999,64.551247,2021500
2013-01-03,71.120003,71.75,70.589996,71.489998,64.805061,1740800
2013-01-04,71.650002,71.660004,71.0,71.07,64.424332,2406300
2013-01-07,70.779999,72.010002,70.760002,71.860001,65.140457,1941700
2013-01-08,71.5,71.68,70.279999,70.410004,63.826042,1734900
2013-01-09,70.529999,70.959999,70.209999,70.68,64.070801,1404400
2013-01-10,71.029999,71.650002,70.919998,71.650002,64.950089,1176700
2013-01-11,71.93,71.93,70.739998,70.739998,64.125191,1588100
2013-01-14,70.599998,70.82,70.139999,70.349998,63.771664,2036300
2013-01-15,70.18,70.760002,69.910004,70.580002,63.980164,1488000
2013-01-16,70.610001,70.790001,69.510002,69.800003,63.273087,1966900
2013-01-17,70.089996,71.199997,69.610001,71.019997,64.378998,2186800
2013-01-18,70.889999,71.150002,70.410004,70.660004,64.052673,2283400
2013-01-22,70.470001,70.769997,70.410004,70.709999,64.097984,1853400
2013-01-23,68.370003,71.690002,67.199997,71.449997,64.768768,8097300
2013-01-24,71.360001,71.449997,70.029999,70.639999,64.034561,4237700
2013-01-25,70.75,71.089996,70.199997,70.959999,64.324623,2513400
2013-01-28,70.669998,70.849998,69.93,70.010002,63.463451,2846100
2013-01-29,69.849998,69.910004,69.029999,69.25,62.774509,2953600
2013-01-30,69.330002,69.349998,68.239998,68.43,62.031189,3040900
2013-01-31,68.220001,68.370003,66.129997,66.300003,60.100365,5447300
2013-02-01,66.459999,66.839996,64.949997,65.879997,59.719631,7156000
2013-02-04,65.160004,65.639999,64.470001,64.57,58.532135,4565300
2013-02-05,65.019997,66.019997,64.900002,65.139999,59.048843,4732800
2013-02-06,65.0,66.32,65.0,66.269997,60.073166,4061800
2013-02-07,66.290001,67.120003,65.980003,66.769997,60.526413,3747200
2013-02-08,66.739998,66.879997,66.470001,66.82,60.571747,2099200
2013-02-11,66.82,67.089996,66.300003,66.660004,60.426704,1650700
2013-02-12,66.93,66.989998,66.5,66.68,60.444843,1950800
2013-02-13,66.709999,66.900002,65.720001,66.110001,59.928146,2673800
2013-02-14,65.809998,66.75,65.629997,66.220001,60.027851,2642200
2013-02-15,66.18,66.489998,65.900002,66.400002,60.191025,2015400
2013-02-19,66.519997,67.029999,66.209999,67.029999,60.762115,2391600
2013-02-20,67.040001,67.110001,66.580002,66.610001,60.381382,2304000
2013-02-21,66.599998,66.75,66.040001,66.489998,60.272598,1910300
2013-02-22,66.709999,67.769997,66.709999,67.32,61.024986,2115100
2013-02-25,67.709999,67.889999,66.669998,66.690002,60.453896,3383200
2013-02-26,67.010002,67.190002,66.5,66.910004,60.653336,2701900
2013-02-27,66.75,68.739998,66.599998,68.550003,62.139969,3236400
2013-02-28,68.449997,69.040001,67.959999,67.970001,61.614197,2338200
2013-03-01,67.540001,68.139999,66.910004,67.730003,61.396652,1726500
2013-03-04,67.419998,67.639999,66.470001,67.040001,60.771164,1598000
2013-03-05,67.300003,67.870003,67.279999,67.669998,61.342258,1432300
2013-03-06,67.879997,68.0,67.400002,67.68,61.351318,1945400
2013-03-07,67.900002,68.32,67.57,67.739998,61.405708,1930400
2013-03-08,68.050003,68.959999,68.050003,68.889999,62.448166,2456600
2013-03-11,68.849998,69.300003,68.580002,69.160004,62.692936,1492800
2013-03-12,69.110001,69.339996,68.379997,68.769997,62.339397,1341700
2013-03-13,68.900002,70.18,68.879997,70.110001,63.5541,2444300
2013-03-14,70.129997,70.379997,69.599998,69.650002,63.137108,1580800
2013-03-15,69.32,69.910004,69.120003,69.910004,63.372803,3352500
2013-03-18,69.199997,70.099998,69.129997,69.690002,63.173378,1314400
2013-03-19,70.0,70.489998,69.68,69.919998,63.38187,1847600
2013-03-20,70.209999,70.480003,69.68,69.739998,63.218689,1572300
2013-03-21,69.370003,69.690002,68.860001,68.889999,62.448166,1544300
2013-03-22,69.139999,69.440002,69.0,69.290001,62.810764,1138700
2013-03-25,69.529999,69.919998,69.160004,69.529999,63.028336,1949200
2013-03-26,69.779999,70.360001,69.730003,70.300003,63.726337,2362200
2013-03-27,69.809998,70.610001,69.68,70.260002,63.690079,2560600
2013-03-28,70.290001,70.800003,70.18,70.510002,63.916687,2504300
2013-04-01,70.139999,70.239998,68.120003,68.160004,61.786434,2788800
2013-04-02,68.540001,68.660004,66.650002,67.0,60.734905,3552900
2013-04-03,67.160004,68.629997,66.870003,68.389999,61.99493,3044400
2013-04-04,68.489998,68.720001,67.190002,67.690002,61.360382,2333600
2013-04-05,67.370003,69.639999,67.169998,69.559998,63.055523,3411400
2013-04-08,69.550003,69.559998,68.629997,69.080002,62.620415,1861500
2013-04-09,69.370003,69.68,68.790001,69.330002,62.847042,1502700
2013-04-10,68.849998,69.709999,68.739998,69.459999,63.477608,1748100
2013-04-11,69.699997,71.379997,69.599998,71.330002,65.186546,2784600
2013-04-12,70.779999,70.910004,69.989998,70.599998,64.519424,3324400
2013-04-15,69.669998,70.0,68.099998,68.190002,62.316998,2224500
2013-04-16,68.550003,68.839996,67.970001,68.389999,62.499756,1810300
2013-04-17,67.739998,67.970001,65.769997,66.43,60.70858,3789700
2013-04-18,66.5,66.660004,65.370003,65.989998,60.306465,3396300
2013-04-19,66.349998,67.129997,66.269997,67.0,61.229481,2861600
2013-04-22,67.160004,67.160004,66.050003,66.370003,60.653748,1760900
2013-04-23,66.940002,67.18,66.230003,67.099998,61.320862,1719000
2013-04-24,68.519997,72.18,68.5,71.730003,65.552109,5152800
2013-04-25,71.559998,73.959999,71.120003,73.529999,67.19706,4411900
2013-04-26,73.360001,73.900002,73.010002,73.300003,66.986885,2026300
2013-04-29,73.480003,73.480003,72.970001,73.279999,66.968613,1994400
2013-04-30,73.300003,74.089996,72.68,73.959999,67.590027,2080300
2013-05-01,73.68,74.540001,73.669998,73.779999,67.425537,2345900
2013-05-02,73.839996,74.470001,73.690002,74.459999,68.046974,1293300
2013-05-03,74.5,75.379997,74.480003,75.239998,68.759804,1803100
2013-05-06,75.07,75.5,74.900002,75.25,68.768921,1480900
2013-05-07,75.290001,75.599998,74.889999,75.199997,68.723236,1595700
2013-05-08,75.099998,75.629997,74.739998,75.419998,68.924278,1584400
2013-05-09,75.440002,75.870003,75.019997,75.25,68.768921,1202100
2013-05-10,75.25,75.769997,75.150002,75.699997,69.180161,1876600
2013-05-13,75.419998,75.699997,74.760002,75.199997,68.723236,1733300
2013-05-14,75.32,77.0,75.32,76.639999,70.039223,2664000
2013-05-15,76.330002,76.720001,75.709999,76.610001,70.01181,2191700
2013-05-16,76.550003,77.050003,76.040001,76.139999,69.582283,2057100
2013-05-17,76.389999,78.290001,76.379997,78.290001,71.547112,2720900
2013-05-20,78.150002,78.669998,77.889999,78.599998,71.830421,2315700
2013-05-21,78.470001,78.690002,77.82,77.980003,71.263817,1875000
2013-05-22,78.120003,78.599998,77.139999,77.419998,70.752029,1742100
2013-05-23,76.440002,77.269997,76.160004,76.940002,70.313393,1368300
2013-05-24,76.650002,77.699997,76.370003,77.339996,70.678925,1278600
2013-05-28,78.120003,78.519997,77.489998,77.870003,71.163284,1068300
2013-05-29,77.459999,78.089996,77.089996,77.529999,70.852554,1151000
2013-05-30,77.790001,78.760002,77.769997,78.349998,71.601944,1167600
2013-05-31,78.0,78.379997,77.099998,77.099998,70.459602,1715800
2013-06-03,77.230003,77.919998,76.809998,77.57,70.889107,1612700
2013-06-04,77.410004,77.809998,76.349998,77.209999,70.56012,1661400
2013-06-05,76.870003,77.160004,76.459999,76.68,70.075768,1310000
2013-06-06,76.690002,77.879997,76.379997,77.849998,71.145004,1844100
2013-06-07,78.300003,79.459999,78.080002,79.120003,72.305641,1914000
2013-06-10,79.019997,79.25,78.360001,78.580002,71.812141,1672300
2013-06-11,77.949997,79.110001,77.800003,78.169998,71.437431,1448800
2013-06-12,78.660004,79.0,77.910004,78.300003,71.556244,1258500
2013-06-13,78.150002,78.589996,77.690002,78.07,71.346046,2498400
2013-06-14,78.110001,79.0,77.900002,78.0,71.282089,1570000
2013-06-17,78.629997,79.129997,77.959999,78.379997,71.629341,1322200
2013-06-18,78.580002,79.480003,78.529999,78.849998,72.058884,1890300
2013-06-19,78.940002,78.959999,77.480003,77.5,70.82515,1735200
2013-06-20,76.980003,77.629997,76.129997,76.230003,69.66452,2246400
2013-06-21,76.809998,77.209999,76.199997,76.199997,69.637108,3264400
2013-06-24,76.040001,77.099998,75.629997,76.480003,69.892998,2283500
2013-06-25,76.970001,77.120003,76.099998,76.419998,69.838173,2067900
2013-06-26,77.199997,77.970001,76.690002,77.889999,71.181564,2217400
2013-06-27,78.339996,79.010002,78.029999,78.669998,71.894379,1848700
2013-06-28,78.440002,78.93,78.269997,78.330002,71.583656,2382600
2013-07-01,78.059998,79.370003,77.959999,79.010002,72.205101,2260700
2013-07-02,78.209999,78.730003,77.599998,78.07,71.855331,2863900
2013-07-03,77.910004,78.589996,77.400002,78.339996,72.103828,885800
2013-07-05,79.040001,79.57,78.620003,79.419998,73.097885,1172000
2013-07-08,79.910004,80.150002,79.379997,79.720001,73.374001,2848800
2013-07-09,80.209999,80.540001,79.720001,79.860001,73.502861,1942800
