Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,41.754002,42.599998,41.754002,42.438,41.13858,5091000
2012-09-05,42.394001,42.542,42.035999,42.209999,40.917564,5526000
2012-09-06,42.5,43.259998,42.256001,43.259998,41.93541,9617000
2012-09-07,43.289001,43.679001,43.106998,43.619999,42.284386,6135000
2012-09-10,43.661999,44.119999,43.632999,43.749001,42.409447,7534000
2012-09-11,43.799999,44.59,43.75,44.286999,42.930973,7158000
2012-09-12,44.598999,44.833,44.375,44.640999,43.274132,6168000
2012-09-13,44.639999,45.659,44.591999,45.526001,44.132027,8119000
2012-09-14,45.506001,45.666,45.200001,45.417999,44.02734,6875000
2012-09-17,45.431999,45.630001,45.25,45.349998,43.961422,5157000
2012-09-18,45.299999,45.499001,45.074001,45.298,43.911015,4771000
2012-09-19,45.285999,45.540001,45.169998,45.188999,43.805359,5011000
2012-09-20,44.752998,45.931999,44.724998,45.417999,44.02734,11339000
2012-09-21,45.931,46.179001,45.685001,45.952,44.544987,12850000
2012-09-24,45.75,45.75,45.307999,45.528999,44.134933,7608000
2012-09-25,45.759998,45.772999,45.129002,45.152,43.769478,5510000
2012-09-26,45.132,45.201,44.577,44.584,43.218876,4991000
2012-09-27,44.759998,45.216999,44.698002,45.216999,43.832489,4342000
2012-09-28,45.112999,45.252998,44.863998,45.147999,43.765606,5548000
2012-10-01,45.318001,46.013,45.25,45.688999,44.290039,6957000
2012-10-02,45.695999,45.880001,45.401001,45.764999,44.363716,3347000
2012-10-03,45.900002,47.467999,45.766998,47.375999,45.925388,11976000
2012-10-04,47.275002,47.5,47.140999,47.487999,46.033958,6340000
2012-10-05,47.799999,48.299999,47.286999,47.527,46.100891,9005000
2012-10-08,47.424,47.548,46.981998,47.193001,45.776913,5542000
2012-10-09,47.226002,47.299999,46.126999,46.487999,45.09306,8103000
2012-10-10,46.499001,46.516998,46.048,46.209,44.822433,5058000
2012-10-11,46.717999,47.582001,46.501999,47.257,45.838989,12626000
2012-10-12,47.27,47.604,46.946999,47.335999,45.915607,8243000
2012-10-15,47.234001,47.695,47.174999,47.582001,46.154236,8995000
2012-10-16,47.928001,48.151001,47.609001,47.901001,46.463673,4557000
2012-10-17,48.598999,48.608002,47.916,48.299999,46.850689,7248000
2012-10-18,48.247002,48.564999,47.437,47.583,46.155212,8788000
2012-10-19,47.463001,47.681,46.790001,47.006001,45.595516,10070000
2012-10-22,47.298,47.298,46.200001,46.693001,45.29192,7754000
2012-10-23,46.255001,46.474998,45.799999,45.986,44.606125,7294000
2012-10-24,46.474998,46.501999,45.299999,45.453999,44.090084,7083000
2012-10-25,45.650002,45.858002,44.737999,44.936001,43.587635,8938000
2012-10-26,44.936001,45.77,44.820999,45.298,43.938778,6852000
2012-10-31,45.251999,46.5,45.118,46.092999,44.709911,11930000
2012-11-01,46.341,47.499001,46.207001,46.868999,45.462631,9364000
2012-11-02,47.153999,47.699001,46.868,46.945,45.53635,9514000
2012-11-05,46.726002,47.096001,46.467999,46.564999,45.167747,6169000
2012-11-06,46.855999,47.289001,46.719002,47.178001,45.76236,4120000
2012-11-07,47.0,47.118999,46.151001,46.470001,45.0756,7637000
2012-11-08,46.431999,46.820999,46.18,46.18,44.7943,6203000
2012-11-09,45.852001,46.869999,45.848,46.466,45.07172,6420000
2012-11-12,46.568001,47.097,46.306999,47.0,45.589687,7025000
2012-11-13,46.709999,47.692001,46.473999,47.122002,45.708042,4959000
2012-11-14,47.266998,47.398998,46.233002,46.331001,44.940777,6080000
2012-11-15,46.292999,46.292999,45.356998,45.716,44.344234,7071000
2012-11-16,45.846001,47.046001,45.601002,46.459,45.064922,9029000
2012-11-19,46.939999,47.868,46.839001,47.868,46.431656,6813000
2012-11-20,47.904999,48.257999,47.222,47.757,46.323986,6804000
2012-11-21,47.841999,48.07,47.755001,47.943001,46.504398,2927000
2012-11-23,48.084999,48.200001,47.799999,48.124001,46.679974,2391000
2012-11-26,48.018002,48.278,47.828999,48.002998,46.562603,4976000
2012-11-27,48.008999,48.368,47.790001,47.848999,46.413227,4877000
2012-11-28,47.573002,48.158001,47.477001,48.151001,46.706165,6584000
2012-11-29,48.419998,49.075001,48.324001,48.620998,47.162052,9080000
2012-11-30,48.577999,48.986,48.383999,48.868,47.401653,9826000
2012-12-03,49.099998,49.451,48.556999,48.665001,47.204739,8497000
2012-12-04,48.763,48.799999,48.057999,48.341999,46.89143,6430000
2012-12-05,48.299999,48.400002,47.439999,47.799999,46.365692,6645000
2012-12-06,47.575001,48.088001,47.386002,48.088001,46.645054,5977000
2012-12-07,48.165001,48.284,47.601002,47.609001,46.180431,6389000
2012-12-10,48.035999,48.046001,47.548,47.959999,46.520893,5770000
2012-12-11,48.0,48.5,47.915001,48.152,46.70713,8577000
2012-12-12,48.200001,48.737999,48.02,48.344002,46.893375,9512000
2012-12-13,48.591,48.759998,48.251999,48.443001,46.989399,5680000
2012-12-14,48.122002,48.48,48.027,48.23,46.782787,5346000
2012-12-17,48.341999,48.990002,48.108002,48.931999,47.46373,7181000
2012-12-18,49.0,49.498001,48.780998,49.287998,47.809044,6621000
2012-12-19,49.48,49.488998,48.891998,48.938999,47.470512,5629000
2012-12-20,49.223,49.862,48.946999,49.853001,48.35709,9358000
2012-12-21,49.299999,49.688999,48.827,49.356998,47.875977,8320000
2012-12-24,49.285999,49.625,49.248001,49.501999,48.016621,2695000
2012-12-26,49.452999,49.594002,48.5,48.619999,47.161083,5749000
2012-12-27,48.601002,49.285999,48.112,48.786999,47.323074,6233000
2012-12-28,48.5,48.865002,48.285,48.307999,46.858452,4686000
2012-12-31,48.337002,49.192001,48.290001,49.127998,47.653839,6562000
2013-01-02,50.630001,51.027,50.099998,51.027,49.495872,12278000
2013-01-03,51.046001,51.546001,50.814999,51.099998,49.566669,9452000
2013-01-04,51.115002,51.220001,50.700001,51.098,49.564728,11475000
2013-01-07,51.25,52.130001,51.166,51.952999,50.423679,11398000
2013-01-08,52.002998,52.105,51.493999,51.782001,50.257717,6983000
2013-01-09,52.52,53.238998,52.266998,53.238998,51.671825,11461000
2013-01-10,53.247002,53.247002,52.429001,52.764999,51.211781,12564000
2013-01-11,52.750999,52.979,52.551998,52.868,51.311756,6424000
2013-01-14,52.955002,52.998001,52.123001,52.351002,50.809967,9911000
2013-01-15,52.223999,52.34,51.919998,52.279999,50.741062,5858000
2013-01-16,51.643002,52.255001,51.502998,52.129002,50.594501,6190000
2013-01-17,52.466999,52.667,52.130001,52.334999,50.794426,5250000
2013-01-18,51.956001,52.150002,51.341999,52.099998,50.56636,10769000
2013-01-22,52.479,52.479,51.463001,51.976002,50.446007,7462000
2013-01-23,51.960999,52.245998,51.512001,51.756001,50.232483,4991000
2013-01-24,51.792999,52.57,51.772999,52.226002,50.688648,5869000
2013-01-25,52.279999,52.279999,51.723999,51.942001,50.41301,7157000
2013-01-28,52.094002,52.094002,51.346001,51.411999,49.898605,8002000
2013-01-29,51.411999,52.075001,51.404999,51.848,50.321774,8833000
2013-01-30,51.664001,52.16,51.389999,51.599998,50.081078,11601000
2013-01-31,53.200001,53.535,51.299999,51.84,50.313999,20412000
2013-02-01,52.081001,52.254002,51.368999,51.870998,50.344101,9949000
2013-02-04,51.629002,51.799999,51.209,51.422001,49.90831,6152000
2013-02-05,52.036999,52.202,51.68,52.069,50.536263,7983000
2013-02-06,52.014999,52.387001,51.810001,52.355,50.813847,6016000
2013-02-07,52.189999,52.330002,51.625,51.955002,50.425629,6517000
2013-02-08,51.846001,52.446999,51.831001,52.446999,50.90313,5214000
2013-02-11,52.562,52.616001,51.923,52.084999,50.551788,5616000
2013-02-12,52.085999,52.213001,51.851002,51.964001,50.434368,3379000
2013-02-13,52.125,52.189999,51.618,51.921001,50.392632,4096000
2013-02-14,51.615002,52.326,51.615002,52.216,50.678951,6656000
2013-02-15,51.631001,52.493999,51.631001,52.313,50.773087,7032000
2013-02-19,52.5,52.648998,52.096001,52.285999,50.746883,4234000
2013-02-20,52.200001,52.421001,51.291,51.291,49.781174,5377000
