Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,32.09,32.287498,31.905001,32.130001,29.126745,10200800
2012-09-05,32.215,32.25,31.737499,31.9025,28.920511,12698800
2012-09-06,32.044998,32.375,31.950001,32.375,29.34885,15698400
2012-09-07,32.377499,32.490002,32.1675,32.427502,29.396441,10789200
2012-09-10,32.105,32.470001,32.105,32.169998,29.163008,11633600
2012-09-11,32.220001,33.110001,32.202499,32.872501,29.799847,15890400
2012-09-12,32.912498,33.369999,32.895,33.365002,30.246307,14656000
2012-09-13,33.237499,34.162498,33.145,33.744999,30.590792,15745200
2012-09-14,33.8125,33.825001,33.4375,33.5625,30.425356,13289600
2012-09-17,33.615002,33.712502,33.404999,33.467499,30.339226,10649200
2012-09-18,33.272499,33.462502,33.1325,33.415001,30.291636,13192400
2012-09-19,33.467499,33.880001,33.432499,33.697498,30.547733,11976800
2012-09-20,33.572498,33.709999,33.3675,33.6525,30.506929,12779600
2012-09-21,33.825001,33.987499,33.724998,33.75,30.595327,29225600
2012-09-24,33.5275,33.7425,33.377499,33.435001,30.309771,10530000
2012-09-25,33.459999,33.849998,33.404999,33.639999,30.495609,15398400
2012-09-26,33.535,33.639999,33.095001,33.130001,30.033279,10637200
2012-09-27,33.177502,33.560001,33.130001,33.477501,30.348301,8432800
2012-09-28,33.494999,33.654999,33.310001,33.57,30.432144,9431600
2012-10-01,33.717499,34.474998,33.717499,34.182499,30.987387,14700800
2012-10-02,34.147499,34.275002,33.869999,34.0,30.821955,10041600
2012-10-03,34.162498,34.650002,33.997501,34.630001,31.39307,11717600
2012-10-04,34.700001,34.955002,34.549999,34.9175,31.653694,8475600
2012-10-05,35.185001,35.397499,34.875,35.064999,31.787407,11280800
2012-10-08,34.75,34.875,34.639999,34.677502,31.436127,6803600
2012-10-09,34.7925,34.845001,34.18,34.185001,30.989674,9978000
2012-10-10,34.157501,34.494999,34.080002,34.355,31.14378,8050400
2012-10-11,34.549999,34.9575,34.547501,34.762501,31.513189,14057600
2012-10-12,34.842499,34.997501,34.607498,34.779999,31.529051,8116000
2012-10-15,34.84,35.060001,34.650002,34.9725,31.703556,9694400
2012-10-16,35.049999,35.442501,35.005001,35.290001,31.991381,8324400
2012-10-17,35.290001,35.692501,35.200001,35.639999,32.308655,10126000
2012-10-18,35.59,35.775002,35.282501,35.470001,32.154556,11241600
2012-10-19,35.577499,35.59,34.939999,34.9925,31.721684,10134400
2012-10-22,34.952499,35.012501,34.5075,34.75,31.501846,9782800
2012-10-23,34.487499,34.494999,33.982498,34.16,30.967005,11923200
2012-10-24,34.375,34.592499,34.110001,34.122501,30.933002,11478000
2012-10-25,34.4575,34.674999,34.130001,34.387501,31.173241,15875600
2012-10-26,34.4575,34.7225,34.217499,34.577499,31.345476,12148800
2012-10-31,34.400002,34.9925,34.349998,34.689999,31.447462,14271200
2012-11-01,35.205002,36.09,35.075001,35.970001,32.607815,21310000
2012-11-02,36.014999,36.602501,35.849998,35.849998,32.499031,18498000
2012-11-05,35.6875,35.9725,35.305,35.375,32.068428,13864000
2012-11-06,35.619999,36.209999,35.474998,35.965,32.603279,9089200
2012-11-07,35.634998,35.897499,35.3825,35.639999,32.308655,10431600
2012-11-08,35.537498,35.8125,35.470001,35.514999,32.195351,10133200
2012-11-09,35.23,35.952499,35.07,35.732498,32.392513,11799600
2012-11-12,35.505001,35.945,35.505001,35.810001,32.462765,8943600
2012-11-13,35.650002,36.197498,35.612499,35.612499,32.283733,10149200
2012-11-14,35.650002,35.807499,34.912498,34.987499,32.013809,13608000
2012-11-15,35.0,35.119999,34.6325,35.0,32.025246,13717600
2012-11-16,35.005001,35.887501,35.005001,35.677502,32.645164,16632400
2012-11-19,36.0,36.415001,35.915001,36.412498,33.317692,15120400
2012-11-20,36.384998,36.845001,36.290001,36.584999,33.475533,9566400
2012-11-21,36.555,36.724998,36.435001,36.665001,33.548737,6565200
2012-11-23,36.825001,37.029999,36.599998,37.029999,33.882702,4454400
2012-11-26,36.9025,36.9025,36.605,36.8125,33.683681,8623600
2012-11-27,36.779999,36.959999,36.5825,36.695,33.57618,9981600
2012-11-28,36.5075,36.837502,36.4725,36.822498,33.692841,10358400
2012-11-29,36.982498,37.0825,36.810001,37.044998,33.896435,12572800
2012-11-30,37.080002,37.482498,37.002499,37.427502,34.246426,14048000
2012-12-03,37.5,37.68,37.110001,37.16,34.001652,11736800
2012-12-04,37.244999,37.3125,36.799999,36.897499,33.761475,9100800
2012-12-05,37.127499,37.127499,36.525002,37.014999,33.868988,11971200
2012-12-06,37.112499,37.224998,36.764999,37.1175,33.962769,9124000
2012-12-07,37.279999,37.32,36.947498,37.137501,33.981079,7557200
2012-12-10,37.1875,37.317501,37.067501,37.165001,34.006237,9288800
2012-12-11,37.099998,37.5825,37.099998,37.224998,34.061138,14492800
2012-12-12,37.422501,37.450001,36.9575,36.970001,33.827801,18319600
2012-12-13,37.0275,37.275002,36.7225,36.799999,33.672256,13042800
2012-12-14,36.720001,36.922501,36.5625,36.705002,33.585331,9579200
2012-12-17,36.7425,37.282501,36.724998,37.282501,34.113754,13903200
2012-12-18,37.252499,37.887501,37.174999,37.68,34.477459,11869600
2012-12-19,37.700001,37.709999,37.287498,37.290001,34.120609,8640400
2012-12-20,37.470001,38.127499,37.330002,38.115002,34.875492,10863200
2012-12-21,37.7425,37.994999,37.490002,37.692501,34.488892,13930400
2012-12-24,37.557499,37.904999,37.557499,37.794998,34.582684,3272000
2012-12-26,37.82,37.822498,37.299999,37.439999,34.257854,7614400
2012-12-27,37.422501,37.662498,36.974998,37.349998,34.175499,11976800
2012-12-28,37.115002,37.482498,37.0625,37.162498,34.003941,6973600
2012-12-31,37.087502,37.9025,37.087502,37.895,34.674187,12868000
2013-01-02,38.540001,38.985001,38.482498,38.845001,35.543446,15826400
2013-01-03,39.2775,39.52,38.705002,38.875,35.570892,14937200
2013-01-04,38.900002,39.297501,38.695,39.192501,35.861412,10376000
2013-01-07,39.235001,39.692501,39.200001,39.4725,36.117611,10242400
2013-01-08,39.412498,39.84,39.252499,39.84,36.453884,11800400
2013-01-09,40.349998,40.637501,39.927502,40.447498,37.009743,17552800
2013-01-10,40.5075,40.692501,39.817501,40.127499,36.716938,16313600
2013-01-11,39.945,40.3125,39.875,40.290001,36.865635,9578000
2013-01-14,40.32,40.452499,39.887501,40.162498,36.748959,8877600
2013-01-15,39.955002,40.162498,39.772499,40.112499,36.70322,6696000
2013-01-16,40.0275,40.195,39.827499,40.049999,36.646034,5464400
2013-01-17,40.25,40.272499,39.9025,39.970001,36.572826,7833600
2013-01-18,39.630001,39.6325,39.125,39.567501,36.20454,13812400
2013-01-22,39.669998,39.919998,39.445,39.762501,36.382969,6918000
2013-01-23,39.572498,39.990002,39.52,39.762501,36.382969,7108800
2013-01-24,39.825001,40.0425,39.724998,39.889999,36.49963,6794000
2013-01-25,39.98,40.035,39.7575,39.959999,36.563679,6701600
2013-01-28,40.07,40.145,39.075001,39.087502,35.765335,13532000
2013-01-29,38.935001,39.272499,38.779999,39.165001,35.83625,11664000
2013-01-30,39.247501,39.772499,38.6875,38.752499,35.458805,18708000
2013-01-31,39.75,39.875,39.087502,39.477501,36.122192,16685600
2013-02-01,39.75,39.869999,39.337502,39.639999,36.270874,12738400
2013-02-04,39.442501,39.599998,39.139999,39.162498,35.833958,10532000
2013-02-05,39.404999,39.900002,39.200001,39.8825,36.492756,11105200
2013-02-06,39.805,40.220001,39.654999,40.205002,36.787857,15056800
2013-02-07,39.744999,39.947498,39.240002,39.264999,35.927753,20182800
2013-02-08,39.349998,39.735001,39.275002,39.450001,36.097031,12914000
2013-02-11,39.395,39.5425,38.985001,39.0825,35.760757,11032400
2013-02-12,39.209999,39.424999,39.105,39.200001,35.868271,9805600
2013-02-13,39.112499,39.3475,38.535,38.692501,35.704487,13917600
2013-02-14,38.650002,39.162498,38.575001,38.994999,35.983624,12760000
2013-02-15,39.087502,39.52,38.935001,39.497501,36.447319,17884400
2013-02-19,39.502499,39.697498,39.165001,39.4025,36.35965,13210000
2013-02-20,39.279999,39.4025,38.797501,38.855,35.854435,15688800
2013-02-21,38.779999,39.572498,38.697498,39.360001,36.320435,14220800
2013-02-22,39.575001,39.895,39.172501,39.857498,36.779518,11738000
2013-02-25,39.799999,40.087502,38.9725,38.9725,35.962856,11183200
2013-02-26,39.002499,39.647499,39.002499,39.4575,36.4104,11354000
2013-02-27,39.362499,40.025002,39.325001,39.967499,36.88102,8318000
2013-02-28,40.084999,40.084999,39.577499,39.66,36.59726,11228000
2013-03-01,39.482498,39.715,39.162498,39.52,36.468086,13212000
2013-03-04,39.439999,39.884998,39.387501,39.875,36.795654,6570000
2013-03-05,40.022499,40.445,39.965,40.072498,36.977901,10267600
2013-03-06,40.215,40.424999,40.049999,40.264999,37.155544,7516000
2013-03-07,40.217499,40.445,39.912498,40.127499,37.02866,8687200
2013-03-08,40.334999,40.349998,39.9725,40.1675,37.065575,9571600
2013-03-11,40.342499,40.400002,40.102501,40.294998,37.183228,6742000
2013-03-12,40.169998,40.2425,39.7575,39.950001,36.864868,8340800
2013-03-13,39.875,40.099998,39.712502,39.842499,36.765678,11021600
2013-03-14,39.849998,40.267502,39.825001,40.165001,37.063263,14853600
